dmd_type,dmd_id,dmd_name,bnf_code
VMP,703679006,Dapagliflozin 5mg tablets,0601023AGAAAAAA
VMP,703680009,Dapagliflozin 10mg tablets,0601023AGAAABAB
AMP,21609511000001105,Forxiga 5mg tablets,0601023AGBBAAAA
AMP,21609811000001108,Forxiga 10mg tablets,0601023AGBBABAB
VMP,24054711000001109,Dapagliflozin 5mg / Metformin 850mg tablets,0601023ALAAAAAA
VMP,24054611000001100,Dapagliflozin 5mg / Metformin 1g tablets,0601023ALAAABAB
AMP,24018111000001106,Xigduo 5mg/850mg tablets,0601023ALBBAAAA
AMP,24018511000001102,Xigduo 5mg/1000mg tablets,0601023ALBBABAB
VMP,703682001,Canagliflozin 100mg tablets,0601023AMAAAAAA
VMP,24104511000001103,Canagliflozin 300mg tablets,0601023AMAAABAB
AMP,24088611000001101,Invokana 100mg tablets,0601023AMBBAAAA
AMP,24088311000001106,Invokana 300mg tablets,0601023AMBBABAB
VMP,25290511000001101,Empagliflozin 10mg tablets,0601023ANAAAAAA
VMP,25290611000001102,Empagliflozin 25mg tablets,0601023ANAAABAB
AMP,25238811000001107,Jardiance 10mg tablets,0601023ANBBAAAA
AMP,25239711000001108,Jardiance 25mg tablets,0601023ANBBABAB
VMP,28049311000001109,Canagliflozin 50mg / Metformin 850mg tablets,0601023APAAAAAA
VMP,28049211000001101,Canagliflozin 50mg / Metformin 1g tablets,0601023APAAABAB
AMP,28022511000001109,Vokanamet 50mg/850mg tablets,0601023APBBAAAA
AMP,28024411000001103,Vokanamet 50mg/1000mg tablets,0601023APBBABAB
VMP,30318411000001104,Empagliflozin 5mg / Metformin 850mg tablets,0601023ARAAAAAA
VMP,30318311000001106,Empagliflozin 5mg / Metformin 1g tablets,0601023ARAAABAB
VMP,30318211000001103,Empagliflozin 12.5mg / Metformin 850mg tablets,0601023ARAAACAC
VMP,30318111000001109,Empagliflozin 12.5mg / Metformin 1g tablets,0601023ARAAADAD
AMP,30173411000001107,Synjardy 5mg/850mg tablets,0601023ARBBAAAA
AMP,30174111000001100,Synjardy 5mg/1000mg tablets,0601023ARBBABAB
AMP,30175011000001102,Synjardy 12.5mg/850mg tablets,0601023ARBBACAC
AMP,30175711000001100,Synjardy 12.5mg/1000mg tablets,0601023ARBBADAD
VMP,36529511000001109,Ertugliflozin 5mg tablets,0601023AXAAAAAA
VMP,36529411000001105,Ertugliflozin 15mg tablets,0601023AXAAABAB
AMP,36514811000001101,Steglatro 5mg tablets,0601023AXBBAAAA
AMP,36515111000001107,Steglatro 15mg tablets,0601023AXBBABAB
